"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","105","SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL","R1202","SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO","12","2018","","","542","104946","1666","28860000"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1196","HEREDIA-SAN RAFAEL","10","2018","","","2071","46040","504","19106600"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1196","HEREDIA-SAN RAFAEL","11","2018","","","2021","45964","504","19075060"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1196","HEREDIA-SAN RAFAEL","12","2018","","","2519","42015","493.5","17436225"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1197","HEREDIA-SAN ANTONIO DE BELEN.","10","2018","","","4958","125972","1484","42200620"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1197","HEREDIA-SAN ANTONIO DE BELEN.","11","2018","","","5560","126225","1450","42285375"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1197","HEREDIA-SAN ANTONIO DE BELEN.","12","2018","","","7206","116731","1468","39104885"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1199","HEREDIA-LA AURORA","10","2018","","","4933","109528","2068","24096160"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1199","HEREDIA-LA AURORA","11","2018","","","4773","108562","2036","23883640"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1199","HEREDIA-LA AURORA","12","2018","","","5039","100423","2051","22093060"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1201","SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL","10","2018","","","3000","43316","1248","9529520"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1201","SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL","11","2018","","","2548","45284","1236","9962480"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R1201","SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL","12","2018","","","2303","38480","1233","8465600"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2039","HEREDIA -ZONA FRANCA AMERICA","10","2018","","","290","6378","121","2136630"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2039","HEREDIA -ZONA FRANCA AMERICA","11","2018","","","277","6285","121","2105475"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2039","HEREDIA -ZONA FRANCA AMERICA","12","2018","","","301","5007","115.5","1677345"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2040","HEREDIA-ESCUELA ESPAÑA","10","2018","","","","4589","88","1330810"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2040","HEREDIA-ESCUELA ESPAÑA","11","2018","","","","5221","88","1514090"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2040","HEREDIA-ESCUELA ESPAÑA","12","2018","","","","2655","84","769950"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2041","HEREDIA-OJO DE AGUA.","10","2018","","","329","3657","34","1225095"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2041","HEREDIA-OJO DE AGUA.","11","2018","","","332","3242","34","1086070"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2041","HEREDIA-OJO DE AGUA.","12","2018","","","212","3529","42.5","1182215"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2042","HEREDIA-ESCUELA SAN FRANCISCO","10","2018","","","31","4215","44","927300"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2042","HEREDIA-ESCUELA SAN FRANCISCO","11","2018","","","52","3690","44","811800"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2042","HEREDIA-ESCUELA SAN FRANCISCO","12","2018","","","32","3440","42","756800"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2043","HEREDIA-ESCOBAL","10","2018","","","1295","27891","320","9343485"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2043","HEREDIA-ESCOBAL","11","2018","","","1232","27891","313","9343485"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","405","HEREDIA-LA AURORA-BELEN-SAN RAFAEL","R2043","HEREDIA-ESCOBAL","12","2018","","","1514","25175","316.5","8433625"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","I","HATILLO- SAN PEDRO- UCR Y VICEVERSA","R0005","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","10","2018","","","97","8106","104.5","2756000"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","I","HATILLO- SAN PEDRO- UCR Y VICEVERSA","R0005","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","11","2018","","","121","7815","100","2657000"
"AUTOBUSES BARRANTES ARAYA, S.A.","3-101-080606","I","HATILLO- SAN PEDRO- UCR Y VICEVERSA","R0005","SANTA ANA - SAN ANTONIO DE BELEN - LA VALENCIA","12","2018","","","102","6108","104.5","2116000"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0894","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE","10","2018","","","4540","104525","590","115078000"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0894","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE","11","2018","","","4261","99040","571","111091000"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0894","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE","12","2018","","","4229","107030","588","124162500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0895","CIUDAD QUESADA-SAN JOSE EL AMPARO","10","2018","","","241","3321","27","3756500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0895","CIUDAD QUESADA-SAN JOSE EL AMPARO","11","2018","","","227","3861","26","4305500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0895","CIUDAD QUESADA-SAN JOSE EL AMPARO","12","2018","","","140","3730","26","4364500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0896","CIUDAD QUESADA-EL CONCHO-POCOSOL-LLANO VERDE-SAN JUAN","10","2018","","","420","7082","49","7121000"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0896","CIUDAD QUESADA-EL CONCHO-POCOSOL-LLANO VERDE-SAN JUAN","11","2018","","","389","6138","47","7046000"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R0896","CIUDAD QUESADA-EL CONCHO-POCOSOL-LLANO VERDE-SAN JUAN","12","2018","","","430","6484","48","6958500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R2185","CIUDAD QUESADA-SANTA ROSA","10","2018","","","919","18087","217","15057500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R2185","CIUDAD QUESADA-SANTA ROSA","11","2018","","","920","19017","210","14387500"
"AUTOBUSES CHILSACA,  S.A.","3-101-055460","288","CIUDAD QUESADA-LOS CHILES-FRONTERA NORTE Y RAMALES","R2185","CIUDAD QUESADA-SANTA ROSA","12","2018","","","1102","19397","217","15171000"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","508","TILARAN-PUNTARENAS","R1403","TILARAN-PUNTARENAS","10","2018","","","434","2506","27","3633700"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","508","TILARAN-PUNTARENAS","R1403","TILARAN-PUNTARENAS","11","2018","","","513","2601","26","3775000"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","508","TILARAN-PUNTARENAS","R1403","TILARAN-PUNTARENAS","12","2018","","","451","2522","26","3656900"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","555","TILARAN-CAÑAS","R1404","TILARAN-CAÑAS","10","2018","","","1734","28351","464","11056890"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","555","TILARAN-CAÑAS","R1404","TILARAN-CAÑAS","11","2018","","","1692","27731","448","10815090"
"AUTOBUSES DE TILARAN, S.A.","3-101-651206","555","TILARAN-CAÑAS","R1404","TILARAN-CAÑAS","12","2018","","","1672","28967","456","11297130"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1086","CARTAGO-DULCE NOMBRE","10","2018","","","7933","65310","1953","16980600"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1086","CARTAGO-DULCE NOMBRE","11","2018","","","7872","67829","1890","17635540"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1086","CARTAGO-DULCE NOMBRE","12","2018","","","8232","67520","1953","17555199"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1087","CARTAGO-BLANQUILLO","10","2018","","","1153","9625","279","2502500"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1087","CARTAGO-BLANQUILLO","11","2018","","","1169","10130","270","2633800"
"AUTOBUSES ROMERO, S.A.","3-101-109324","334","CARTAGO-CABALLO BLANCO-DULCE NOMBRE-BLANQUILLO Y VICEVERSA","R1087","CARTAGO-BLANQUILLO","12","2018","","","1304","9888","279","2570879.46"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0364","SAN ISIDRO-SAN RAFAEL","10","2018","","","4253","42456","1265","11463120"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0364","SAN ISIDRO-SAN RAFAEL","11","2018","","","4371","41235","1229","11133450"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0364","SAN ISIDRO-SAN RAFAEL","12","2018","","","4069","33322","1195","8996940"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0387","SAN ISIDRO-SAN ANTONIO","10","2018","","","2206","13896","545","3751920"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0387","SAN ISIDRO-SAN ANTONIO","11","2018","","","2266","13422","529","3623940"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0387","SAN ISIDRO-SAN ANTONIO","12","2018","","","1878","12289","508","3318030"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0431","SAN JOSE-SAN ISIDRO DE CORONADO","10","2018","","","35776","372939","4427","117475785"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0431","SAN JOSE-SAN ISIDRO DE CORONADO","11","2018","","","36489","370406","4357","116677890"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0431","SAN JOSE-SAN ISIDRO DE CORONADO","12","2018","","","36367","349866","4065","110207790"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0432","SAN ISIDRO-SAN PEDRO","10","2018","","","5042","43012","1274","11613240"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0432","SAN ISIDRO-SAN PEDRO","11","2018","","","5146","40841","1236","11027070"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0432","SAN ISIDRO-SAN PEDRO","12","2018","","","5088","37386","1191","10094220"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0433","SAN ISIDRO-SAN FRANCISCO","10","2018","","","2424","22555","928","6089850"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0433","SAN ISIDRO-SAN FRANCISCO","11","2018","","","2322","21600","910","5832000"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0433","SAN ISIDRO-SAN FRANCISCO","12","2018","","","2118","17050","782","4603500"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0434","SAN ISIDRO-DULCE NOMBRE","10","2018","","","1238","11942","501","3224340"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0434","SAN ISIDRO-DULCE NOMBRE","11","2018","","","1331","11378","485","3072060"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0434","SAN ISIDRO-DULCE NOMBRE","12","2018","","","1414","10485","477","2830950"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0435","SAN ISIDRO-PATIO DE AGUA","10","2018","","","1582","16854","605","4550580"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0435","SAN ISIDRO-PATIO DE AGUA","11","2018","","","1385","16280","585","4395600"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0435","SAN ISIDRO-PATIO DE AGUA","12","2018","","","1621","15726","593","4246020"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0436","PERIFERICA CORONADO","10","2018","","","4337","16377","529","4503675"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0436","PERIFERICA CORONADO","11","2018","","","4632","15781","527","4339775"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0436","PERIFERICA CORONADO","12","2018","","","3659","13410","454","3687750"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0437","SAN ISIDRO-EL RODEO","10","2018","","","1502","15477","715","4178790"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0437","SAN ISIDRO-EL RODEO","11","2018","","","1488","15182","699","4099140"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0437","SAN ISIDRO-EL RODEO","12","2018","","","1382","13616","674","3676320"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0438","SAN ISIDRO-LAS NUBES-CASCAJAL","10","2018","","","1635","33081","698","10420515"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0438","SAN ISIDRO-LAS NUBES-CASCAJAL","11","2018","","","1742","31765","659","10005975"
"AUTOBUSES UNIDOS DE CORONADO, S.A","3-101-010075","142","SAN JOSE-SAN ISIDRO DE CORONADO Y RAMALES","R0438","SAN ISIDRO-LAS NUBES-CASCAJAL","12","2018","","","1789","29210","612","9201150"
