"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"A.T.Z. ALFARO RUIZ S.A.","3-101-554030","214","SAN JOSE-ZARCERO-LAGUNA DE ALFARO RUIZ","R0581","SAN JOSE-LAGUNA DE ALFARO RUIZ","12","2019","","","","17484","217","20777000"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","1","2019","","","406","6253","102","5843400"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","2","2019","","","332","4227","96","3865155"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","3","2019","","","347","4656","100","4353600"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","4","2019","","","436","4557","100","5352500"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","5","2019","","","401","4588","104","4293400"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","6","2019","","","388","4397","100","4105550"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","7","2019","","","391","4597","106","4298600"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","8","2019","","","435","4468","104","4176900"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","9","2019","","","422","4220","100","3955300"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","10","2019","","","432","4781","108","4427200"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","11","2019","","","435","4748","104","4093435"
"ALGONZA, S.A.","3-101-096643","542","NICOYA-NANDAYURE","R1417","NICOYA-NANDAYURE","12","2019","","","427","4541","100","4100600"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","1","2019","","","12897","65773","1906.5","13812330"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","2","2019","","","12995","66317","1722","13926570"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","3","2019","","","14476","69586","1906.5","14613060"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","4","2019","","","12123","60950","1845","12850365"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","5","2019","","","13928","89829","1906.5","19313235"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","6","2019","","","12796","80472","1845","17301480"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","7","2019","","","13116","76282","1906.5","16400630"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","8","2019","","","12990","78204","1906.5","16813860"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","9","2019","","","12789","74743","1845","16069745"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","10","2019","","","12900","77243","1906.5","16607245"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","11","2019","","","12792","71053","1845","15276395"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0572","","12","2019","","","10456","60076","1906.5","12916340"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","1","2019","","","4070","21133","542.5","4437930"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","2","2019","","","3655","18142","490","3809820"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","3","2019","","","4523","21939","542.5","4607190"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","4","2019","","","2983","15191","525","3202825"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","5","2019","","","3525","23018","542.5","4948870"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","6","2019","","","3442","21928","525","4714520"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","7","2019","","","3519","19986","542.5","4296990"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","8","2019","","","3415","21071","542.5","4530265"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","9","2019","","","3553","20381","525","4381915"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","10","2019","","","3715","22518","542.5","4841370"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","11","2019","","","3626","20891","525","4491565"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0573","ALAJUELA-BARRIO FATIMA","12","2019","","","2786","16158","542.5","3473970"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","1","2019","","","11205","57175","1937.5","12006750"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","2","2019","","","11268","57788","1750","12135480"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","3","2019","","","12702","61050","1937.5","12820500"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","4","2019","","","10444","52485","1875","11065710"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","5","2019","","","10550","68053","1937.5","14631395"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","6","2019","","","11631","73192","1875","15736280"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","7","2019","","","12059","69841","1937.5","15015815"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","8","2019","","","11751","70802","1937.5","15222430"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","9","2019","","","11554","67577","1875","14529055"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","10","2019","","","12000","71841","1937.5","15445815"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","11","2019","","","11835","65717","1875","14129155"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0574","","12","2019","","","9281","53373","1937.5","11475195"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","1","2019","","","21341","112949","4262.5","22589800"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","2","2019","","","20976","110770","3850","22154000"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","3","2019","","","24561","115501","4262.5","23100200"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","4","2019","","","17225","95742","4125","19228090"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","5","2019","","","21356","124673","4262.5","25557965"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","6","2019","","","20978","113613","4125","23290665"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","7","2019","","","21578","106110","4262.5","21752550"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","8","2019","","","21257","111402","4262.5","22837410"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","9","2019","","","21002","106424","4125","21816920"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","10","2019","","","21659","116228","4262.5","23826740"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","11","2019","","","21708","109910","4125","22531550"
"ALPIZAR S.A.","3-101-074028","1235","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","R0915","ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL","12","2019","","","17006","100690","4262.5","20641450"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","1","2019","","","2394","21578","295.5","7660190"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","2","2019","","","2412","22244","270","7896620"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","3","2019","","","2628","25659","291.5","9108945"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","4","2019","","","2399","20699","284","7364190"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","5","2019","","","2409","26008","295.5","9362880"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","6","2019","","","2294","25294","280","9105840"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","7","2019","","","2372","22568","295.5","8124480"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","8","2019","","","2429","24812","282.5","8932320"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","9","2019","","","2444","25313","275","9112680"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","10","2019","","","2523","25881","295.5","9197535"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","11","2019","","","2474","24619","280","8739745"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0567","ALAJUELA-ROSALES","12","2019","","","1937","19669","286.5","6982495"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","1","2019","","","4772","43155","781.5","15320025"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","2","2019","","","4602","44487","718","15792885"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","3","2019","","","5246","51316","781.5","18217180"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","4","2019","","","4797","41396","752.5","14728745"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","5","2019","","","4601","52015","781.5","18725400"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","6","2019","","","4588","50587","752.5","18211320"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","7","2019","","","4743","45135","781.5","16248600"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","8","2019","","","4857","49622","758","17863920"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","9","2019","","","4888","50625","752.5","18225000"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","10","2019","","","5045","51761","805","18393905"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","11","2019","","","5105","49237","776","17479135"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0568","ALAJUELA-LA CLAUDIA","12","2019","","","3874","39336","758","13964280"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","1","2019","","","17845","160632","3233","57024360"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","2","2019","","","17499","165590","2938","58784450"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","3","2019","","","19521","191010","3208.5","67808550"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","4","2019","","","17855","154086","3117","54824200"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","5","2019","","","17458","193609","3233","69699240"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","6","2019","","","17078","188295","3092.5","67786200"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","7","2019","","","17654","168002","3233","60480720"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","8","2019","","","18080","184705","3155.5","66493800"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","9","2019","","","18193","188437","3064","67837320"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","10","2019","","","18779","192665","3286","68463960"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","11","2019","","","18289","183271","3145.5","65061205"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0569","ALAJUELA-SANTA BARBARA","12","2019","","","14418","146418","3180","51978390"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","1","2019","","","1600","14385","391","5106675"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","2","2019","","","1554","14829","360","5264295"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","3","2019","","","1749","17105","388","6072275"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","4","2019","","","1599","13799","375.5","4909635"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","5","2019","","","1547","17338","391","6241680"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","6","2019","","","1529","16862","372.5","6070320"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","7","2019","","","1581","15045","391","5416200"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","8","2019","","","1619","16541","372.5","5954760"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","9","2019","","","1629","16875","375.5","6075000"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","10","2019","","","1682","17254","406.5","6131790"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","11","2019","","","1654","16413","388","5826615"
"ALPIZAR S.A.","3-101-074028","208","ALAJUELA-DESAMPARADOS-SAN PEDRO-SANTA BARBARA","R0570","ALAJUELA-URBANIZACION SILVIA EUGENIA","12","2019","","","1291","13112","375.5","4654760"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","1","2019","","","805","8183","286","3272585"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","2","2019","","","908","11393","316","4554835"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","3","2019","","","842","13795","302","5516450"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","4","2019","","","834","9918","278","3978450"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","5","2019","","","899","11416","310","4623485"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","6","2019","","","846","10526","290","4264140"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","7","2019","","","934","9644","310","3905950"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","8","2019","","","788","10249","292","4151665"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","9","2019","","","832","9663","296","3912410"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","10","2019","","","784","9706","286","3881400"
"ASOCIACIÓN DE DESARROLLO DE SAN JUAN DE BARBACOAS DE PURISCAL","3-002-051021","148 A","SANTIAGO DE PURISCAL - SAN JUAN","R0459","PURISCAL-SAN JUAN","11","2019","","","920","9110","298","3641965"
"AUTO TRANSPORTES OSA PENINSULA OMB LIMITADA","3-102-484214","644","Puerto Jiménez-La Palma-Puerto Escondido-Dos Brazos-El Tigre y viceversa","R1627","PUERTO JIMÉNEZ-LA PALMA-PUERTO ESCONDIDO Y VICEVER","1","2019","","","663","7199","139.5","6984060"
"AUTO TRANSPORTES OSA PENINSULA OMB LIMITADA","3-102-484214","644","Puerto Jiménez-La Palma-Puerto Escondido-Dos Brazos-El Tigre y viceversa","R1627","PUERTO JIMÉNEZ-LA PALMA-PUERTO ESCONDIDO Y VICEVER","2","2019","","","495","6267","126","6083810"
"AUTO TRANSPORTES OSA PENINSULA OMB LIMITADA","3-102-484214","644","Puerto Jiménez-La Palma-Puerto Escondido-Dos Brazos-El Tigre y viceversa","R1627","PUERTO JIMÉNEZ-LA PALMA-PUERTO ESCONDIDO Y VICEVER","3","2019","","","612","6832","139.5","6627900"
"AUTO TRANSPORTES OSA PENINSULA OMB LIMITADA","3-102-484214","644","Puerto Jiménez-La Palma-Puerto Escondido-Dos Brazos-El Tigre y viceversa","R1627","PUERTO JIMÉNEZ-LA PALMA-PUERTO ESCONDIDO Y VICEVER","4","2019","","","634","6404","135","6212955"
